연번,업체코드,분야,업체명,소재지,대표자,선정년도,23년배정인원,관할청
701,220160307,중소벤처부설연구소,리디(주) 기업부설연구소,"서울특별시 강남구 선릉로 428 14층 (대치동) 121호, 125 호",배기식,2016,총괄배정,서울
702,220110030,중소벤처부설연구소,루텍연구소,"경기도 수원시 영통구 신원로 88, 102동 1401호~1409호, 611 호 (신동, 디지털엠파이어2)",정창용,2011,총괄배정,경인
703,220160209,중소벤처부설연구소,루미르(주)공간기술연구소,"경기도 용인시 수지구 신수로 767, A-513 A-1104 (동천동, 분 당수지유타워)",남명용,2016,총괄배정,경인
704,220220238,중소벤처부설연구소,루다큐어(주) 기업부설연구소,"인천광역시 연수구 송도미래 로 9 1동 302호, 303호, 305호 (송도동)",김용호,2022,총괄배정,인천
705,220220002,중소벤처부설연구소,로움하이텍(주) 기술연구소,충청북도 청주시 청원구 오창 읍 두릉유리로 46-1,박주현,2022,총괄배정,충북
706,220100188,중소벤처부설연구소,로봇앤드디자인첨단기술연구소,경기도 용인시 처인구 경안천 로 364 4층(고림동),"김진오, 한진석",2010,총괄배정,경인
707,220080208,중소벤처부설연구소,로보티즈 부설연구소,"서울특별시 강서구 마곡중앙5 로1길 37 지하2층, 지상4, 5, 6 층(마곡동)",김병수,2008,총괄배정,서울
708,220150088,중소벤처부설연구소,렉스젠(주)부설연구소,경기도 안양시 동안구 시민대 로 401 대륭테크노15차 1007 호(관양동),안순현,2015,총괄배정,경인
709,220080005,중소벤처부설연구소,레고켐바이오사이언스신약연구소,대전광역시 유성구 국제과학 10로 10,김용주,2008,총괄배정,대전.충남
710,220210192,중소벤처부설연구소,래블업(주) 기업부설연구소,서울특별시 강남구 선릉로100 길 34 403호 (기업부설연구소) (삼성동),신정규,2021,미신청,서울
711,220140118,중소벤처부설연구소,라이프사이언스테크놀로지 부설연 구소,"서울특별시 강서구 양천로 401 B-1206호(가양동, 강서한 강자이타워)",김정환,2014,총괄배정,서울
712,220220154,중소벤처부설연구소,라이트비전(주) 연구소,"서울특별시 성동구 성수일로 12길 20 502호(성수동2가,  성 동안심상가)",정진하,2022,총괄배정,서울
713,220140094,중소벤처부설연구소,라온피플 비젼연구소,"경기도 성남시 분당구 판교로 723, 분당테크노파크B동 203 호, 204-1호, 407호, 407-1호, 407-2호",이석중,2014,총괄배정,경인
714,220180337,중소벤처부설연구소,라온시큐어 기술연구소,"서울특별시 강남구 테헤란로 145, 17층",이순형,2018,총괄배정,서울
715,220160207,중소벤처부설연구소,디토닉(주) R&D Center,"경기도 안양시 동안구 시민대 로248번길 25, 705호",전용주,2016,총괄배정,경인
716,220200164,중소벤처부설연구소,디어젠(주) 기업부설연구소,서울특별시 서초구 마방로 60 동원F&B빌딩 15층 (양재동),강길수,2020,총괄배정,서울
717,220070129,중소벤처부설연구소,디알텍부설기술연구소,"경기도 성남시 분당구 정자일 로 166 3층, 6층",안성현,2007,총괄배정,경인
718,220160086,중소벤처부설연구소,디아이티(주)중앙연구소,"경기도 수원시 영통구 광교로 152 1층, 5층",박종철,2016,총괄배정,경인
719,220190285,중소벤처부설연구소,디아이티(주) 기업부설연구소,"서울특별시 금천구 서부샛길 606 제9층 제에이901호, 제2층 202호(가산동, 대성디폴리스 지식산업센터)",박종철,2019,총괄배정,서울
720,220170214,중소벤처부설연구소,디스이즈엔지니어링(주) 기업부설 연구소,"경기도 성남시 수정구 창업로 42, 515호",홍유정,2017,총괄배정,경인
721,220170068,중소벤처부설연구소,디셈버앤컴퍼니자산운용 R&D Center,"서울특별시 강남구 테헤란로 231, 센터필드 WEST 19층 (역 삼동)",정인영,2017,총괄배정,서울
722,220200337,중소벤처부설연구소,디디에이치(주) 인공지능연구소,"서울특별시 종로구 대학로 101 21동 102-1호 (연건동, 서 울대학교 치의학대학원 생체 재료동)",허수복,2020,미신청,서울
723,220080034,중소벤처부설연구소,두올테크건설정보기술연구소,"서울특별시 영등포구 당산로 41길 11, 이동 601호(당산동4 가, 당산SK V1 center)",최철호,2008,총괄배정,서울
724,220200509,중소벤처부설연구소,동환산업(주)부설연구소,경상남도 창원시 성산구 공단 로 535 (성산동),"고동환,고수정",2020,미신청,경남
725,220090020,중소벤처부설연구소,동운아나텍 반도체부설연구소,"서울특별시 서초구 반포대로 22, 서초평화빌딩 12F (서초동)",김동철,2009,총괄배정,서울
726,220190201,중소벤처부설연구소,동방에프티엘(주)기술연구소,경기도 화성시 향남읍 제약공 단4길 78,"정헌석,김남수",2019,총괄배정,경인
727,220200502,중소벤처부설연구소,독립바이오제약(주) 기업부설연구 소,경기도 수원시 장안구 서부로 2066 자연과학캠퍼스 내 제2 종합연구동 83468호  (천천동),정태기,2020,총괄배정,경인
728,220180366,중소벤처부설연구소,데이터얼라이언스(주) 부설연구소,"서울특별시 강남구 강남대로 484, 99빌딩 4층 (논현동)",이광범,2018,미신청,서울
729,220170277,중소벤처부설연구소,데브시스터즈(주)R&D Center,"서울특별시 강남구 도산대로 327,SGF 청담타워 11층(신사 동)","이지훈, 김종흔",2017,총괄배정,서울
730,220220340,중소벤처부설연구소,덕산네오룩스(주)R&D Center,충청남도 천안시 서북구 입장 면 쑥골길 21-32 R&D Center,"이수훈,이범성",2022,총괄배정,대전.충남
731,220140222,중소벤처부설연구소,덕산 넵코어스(주) 기업연구소,대전광역시 유성구 테크노2로 66-6,정해호,2014,총괄배정,대전.충남
732,220210019,중소벤처부설연구소,대한콘설탄트기술(연),"서울특별시 종로구 사직로 113, 2층 201호 (내자동)",이영민,2021,미신청,서울
733,220200494,중소벤처부설연구소,대진첨단소재 주식회사 기업부설 연구소,"경기도 수원시 영통구 광교로 156 광교비지니스센터 410호, 1505호 (이의동)",유성준,2020,총괄배정,경인
734,220220014,중소벤처부설연구소,대영채비(주) 기업부설연구소,대구광역시 달성군 유가읍 테 크노순환로7길 25 1층 102호,정민교,2022,총괄배정,대구.경북
735,220200505,중소벤처부설연구소,대양의료기(주)부설연구소,강원도 원주시 문막읍 동화공 단로 다동 3층,윤정섭,2020,총괄배정,강원
736,220220070,중소벤처부설연구소,대성기계공업(주)부설연구소,"경기도 시흥시 공단1대로 334 시화공단 401호 공장C동 1층, 공장E동 2층",이칠성,2022,총괄배정,인천
737,220220224,중소벤처부설연구소,대봉엘에스(주) 천연물소재응용연 구소,인천광역시 남동구 능허대로 649번길 123 122B -9L 4층 (고 잔동),박진오,2022,총괄배정,인천
738,220100057,중소벤처부설연구소,단암시스템즈부설기술연구소,"경기도 안양시 동안구 동편로 79-26 지하1층, 2,3,4,6층(관양 동)","이성혁, 이성엽",2010,총괄배정,경인
739,220210097,중소벤처부설연구소,닥터노아바이오텍(주) 기업부설연 구소,"경기도 수원시 영통구 창룡대 로256번길 91 902호, 1303호, 1304호",이지현,2021,총괄배정,경인
740,220220215,중소벤처부설연구소,다임리서치(주) 기업부설연구소,서울특별시 서초구 반포대로 28길 서울특별시 서초구 반포 대로28길 20 2층 (서초동),장영재,2022,총괄배정,서울
741,220220319,중소벤처부설연구소,다인바이오(주)부설연구소,경기도 성남시 중원구 사기막 골로45번길 14 우림라이온스 밸리 2차 B동 206호(상대원동),이제현,2022,총괄배정,경인
742,220200346,중소벤처부설연구소,다인기술(주) 기업부설연구소,"서울특별시 강남구 강남대로 364, 15층 10호 (역삼동, 미왕 빌딩)",송지영,2020,총괄배정,서울
743,220210172,중소벤처부설연구소,뉴튠(주) 기업부설연구소,"서울특별시 강남구 테헤란로 151, 716호 (역삼동, 역삼하이 츠빌딩)",이종필,2021,미신청,서울
744,220090107,중소벤처부설연구소,뉴메드 한의과학기술연구소,"서울특별시 동대문구 이문로 88, 301호 302호 601호 602호 (이문동, 민족통일빌딩)",강희원,2009,총괄배정,서울
745,220190318,중소벤처부설연구소,뉴로핏(주) 기업부설연구소,"서울특별시 강남구 테헤란로 124, 12층 (역삼동)",빈준길,2019,총괄배정,서울
746,220200201,중소벤처부설연구소,농업회사법인깨비농장(주) 연구소,충청남도 천안시 동남구 각원 사길 146 2층 (안서동),조만익,2020,미신청,대전.충남
747,220200035,중소벤처부설연구소,농업회사법인(주)생명의나무 부설 연구소,경기도 수원시 권선구 덕영대 로 1160 (주)생명의나무 4층 (세류동),나천수,2020,미신청,경인
748,220210171,중소벤처부설연구소,농업회사법인 아이오크롭스(주) 연 구소,"서울특별시 서초구 효령로 17, 2층 (방배동)",조진형,2021,총괄배정,서울
749,220210012,중소벤처부설연구소,농업회사법인 (주)넥스트온 기업부 설연구소,"서울특별시 서초구 효령로 59(3층, 4층)",최재빈,2021,총괄배정,서울
750,220170217,중소벤처부설연구소,노을(주) 기업부설연구소 miLab,"경기도 용인시 수지구 광교중 앙로 338, 비동 601호, 602호, 603호 일부, 610~621호",임찬양,2017,총괄배정,경인
751,220210253,중소벤처부설연구소,넷솔(주) 부설연구소,"경기도 화성시 동탄대로23길 93, 3층 307, 309호(영천동, 아 너스카이)","김영옥, 김우진",2021,미신청,경인
752,220200121,중소벤처부설연구소,넥셀시스템(주)기업부설연구소,"서울특별시 영등포구 가마산 로 338 3층 (대림동, 이현빌딩)",황영구,2020,총괄배정,서울
753,220220115,중소벤처부설연구소,네오사피엔스(주) 연구소,서울특별시 강남구 강남대로 94길 10 1112호 (역삼동),김태수,2022,총괄배정,서울
754,220200185,중소벤처부설연구소,네스트필드(주) 기업부설연구소,경기도 안산시 상록구 해안로 705 경기테크노파크 5동 RIT센 터 403호(사동),김유철,2020,미신청,인천
755,220220024,중소벤처부설연구소,네메시스(주)기업부설연구소,"경기도 성남시 분당구 판교로 242, 판교디지털센터 C동 701- 1호(삼평동)",왕성호,2022,총괄배정,경인
756,220170391,중소벤처부설연구소,내일테크놀로지(주) R&D 센터,대전광역시 유성구 유성대로 1205번길 6-2 유나건물 202호 (자운동),김재우,2017,미신청,대전.충남
757,220200088,중소벤처부설연구소,남도금형(주) 기술연구소,광주광역시 광산구 하남산단7 번로 54 다동 2층(오선동),오기종,2020,총괄배정,광주.전남
758,220200371,중소벤처부설연구소,나손사이언스(주) 기업부설연구소,"충청북도 청주시 흥덕구 오송 읍 오송생명로 123, 506호 (신 약개발지원센터)",래리종박,2020,총괄배정,충북
759,220200014,중소벤처부설연구소,나무기술(주) 기업부설연구소,서울특별시 강남구 삼성로 서 울특별시 강남구 삼성로 531 고운빌딩 4층,정철,2020,미신청,서울
760,220200463,중소벤처부설연구소,기가비스(주)기술연구소,경기도 평택시 진위면 진위산 단로  53-86,강해철,2020,총괄배정,경인
761,220090138,중소벤처부설연구소,글루시스부설연구소,"경기도 안양시 동안구 시민대 로327번길 11-31 5층 (관양동, 파낙스알앤디센터)",박성순,2009,총괄배정,경인
762,220210011,중소벤처부설연구소,글로텍(주) 복합시트연구소,"충청북도 충주시 대소원면 기 업도시1로 28,  사무동 2층",최원빈,2021,미신청,충북
763,220220337,중소벤처부설연구소,그리다텍(주) 기업부설연구소,"부산광역시 남구 신선로 428, 학생복지관 407호",옥지원,2022,총괄배정,부산
764,220150185,중소벤처부설연구소,그래핀스퀘어(주)기업부설연구소,"경기도 수원시 영통구 광교로 145, 차세대 융합기술연구원 B 동 1층, 4층",홍병희,2015,총괄배정,경인
765,220170058,중소벤처부설연구소,구주제약(주)중앙연구소,경기도 수원시 영통구 창룡대 로 260 센트럴비즈타워 8층 815호,김우태,2017,총괄배정,경인
766,220140086,중소벤처부설연구소,광개토연구소 연구소,"서울특별시 강남구 테헤란로 34길 32 1층(역삼동,우일빌딩)",강민수,2014,총괄배정,서울
767,220080051,중소벤처부설연구소,경원테크AE연구소,"경기도 성남시 분당구 야탑로 81번길 10, 505호, 506호 (야탑 동,분당아미고타워)",서광원,2008,총괄배정,경인
